39, Adm-clerical,40, Male, Bachelors, State-gov, <=50K
46, Adm-clerical,40, Male, HS-grad, Federal-gov, <=50K
35, Exec-managerial,60, Female, Assoc-acdm, Private, <=50K
34, Prof-specialty,25, Female, HS-grad, Private, <=50K
33, Craft-repair,20, Male, Bachelors, Private, <=50K
41, Adm-clerical,36, Female, HS-grad, Private, <=50K
20, Machine-op-inspct,40, Male, Some-college, Private, <=50K
23, Other-service,40, Male, 5th-6th, Private, <=50K
26, Prof-specialty,35, Female, Some-college, Private, <=50K
72, ?,20, Male, HS-grad, ?, <=50K
23, Farming-fishing,40, Male, HS-grad, Local-gov, <=50K
62, Transport-moving,40, Male, HS-grad, Local-gov, <=50K
52, Adm-clerical,40, Male, Some-college, Private, <=50K
58, Other-service,42, Female, Some-college, Private, <=50K
25, Sales,40, Female, Bachelors, Private, <=50K
24, Exec-managerial,40, Male, Bachelors, Private, <=50K
19, Protective-serv,8, Male, Some-college, Private, <=50K
43, Exec-managerial,40, Male, Some-college, Private, <=50K
47, Adm-clerical,40, Female, HS-grad, Local-gov, <=50K
39, Other-service,40, Female, HS-grad, Private, <=50K
49, Handlers-cleaners,42, Male, Assoc-voc, Private, <=50K
53, ?,30, Female, 5th-6th, ?, <=50K
32, Craft-repair,45, Male, Assoc-voc, Private, <=50K
34, Prof-specialty,50, Male, Some-college, Private, >50K
28, Craft-repair,45, Male, HS-grad, Private, <=50K
57, ?,38, Female, Assoc-voc, ?, <=50K
25, Adm-clerical,20, Female, Some-college, Private, <=50K
20, ?,24, Male, Some-college, ?, <=50K
21, ?,35, Female, Some-college, ?, <=50K
34, Prof-specialty,50, Male, Bachelors, Private, >50K
38, Exec-managerial,80, Male, Bachelors, Self-emp-inc, >50K
50, Exec-managerial,50, Male, HS-grad, Private, >50K
24, Handlers-cleaners,50, Male, Some-college, Local-gov, <=50K
37, Tech-support,45, Male, Some-college, Local-gov, >50K
44, Machine-op-inspct,58, Male, Some-college, Private, >50K
28, Sales,40, Female, Some-college, Private, <=50K
42, Exec-managerial,40, Male, Bachelors, Private, >50K
74, Adm-clerical,9, Female, Some-college, Private, <=50K
38, Craft-repair,50, Male, HS-grad, Self-emp-not-inc, <=50K
44, Prof-specialty,40, Male, Masters, Self-emp-not-inc, <=50K
44, Machine-op-inspct,46, Female, 11th, Private, <=50K
26, Machine-op-inspct,40, Male, HS-grad, Private, <=50K
36, Other-service,40, Male, HS-grad, Private, <=50K
41, Exec-managerial,50, Female, Assoc-acdm, Private, >50K
67, Prof-specialty,48, Male, Prof-school, Private, >50K
39, Tech-support,50, Male, 12th, Local-gov, <=50K
57, Priv-house-serv,30, Female, 1st-4th, Private, <=50K
29, Craft-repair,40, Male, Assoc-voc, Private, <=50K
31, Farming-fishing,45, Female, Bachelors, Self-emp-inc, <=50K
34, ?,40, Female, HS-grad, ?, <=50K
44, Transport-moving,40, Male, Some-college, Private, <=50K
29, Prof-specialty,40, Male, Doctorate, Private, <=50K
30, Handlers-cleaners,40, Female, Some-college, Private, <=50K
27, Transport-moving,40, Male, HS-grad, Private, <=50K
27, Sales,50, Male, Some-college, Private, <=50K
32, Handlers-cleaners,45, Female, HS-grad, Private, <=50K
58, Other-service,8, Female, 10th, Private, <=50K
35, Protective-serv,40, Male, Some-college, Local-gov, <=50K
21, Handlers-cleaners,36, Male, HS-grad, Private, <=50K
28, Craft-repair,40, Male, Some-college, Private, <=50K
46, Exec-managerial,50, Male, Some-college, Self-emp-not-inc, <=50K
36, Other-service,40, Female, HS-grad, Self-emp-not-inc, <=50K
72, Adm-clerical,40, Female, 11th, Private, <=50K
35, Machine-op-inspct,40, Female, HS-grad, Private, <=50K
33, Craft-repair,40, Female, Assoc-voc, Federal-gov, >50K
69, Machine-op-inspct,40, Female, 11th, Private, <=50K
35, Machine-op-inspct,40, Male, HS-grad, Private, <=50K
31, Adm-clerical,20, Female, HS-grad, Private, <=50K
34, Tech-support,32, Female, HS-grad, Private, <=50K
30, Other-service,40, Male, 11th, Private, <=50K
28, Transport-moving,55, Male, Bachelors, Private, <=50K
54, Sales,35, Male, Bachelors, Private, >50K
47, Prof-specialty,50, Male, Some-college, Private, >50K
24, Handlers-cleaners,40, Female, HS-grad, Private, <=50K
52, Prof-specialty,60, Male, Bachelors, Self-emp-not-inc, >50K
20, Handlers-cleaners,48, Male, HS-grad, Private, <=50K
43, Exec-managerial,45, Male, Masters, Self-emp-inc, <=50K
45, Other-service,40, Female, 7th-8th, Private, <=50K
29, Craft-repair,35, Male, HS-grad, Self-emp-not-inc, <=50K
47, Exec-managerial,42, Male, Masters, Private, <=50K
24, Craft-repair,40, Male, HS-grad, Private, <=50K
51, Prof-specialty,40, Male, HS-grad, Private, <=50K
17, Sales,12, Male, 11th, Private, <=50K
37, Craft-repair,40, Male, Assoc-voc, Private, >50K
27, Prof-specialty,70, Female, Doctorate, Private, <=50K
29, Exec-managerial,40, Male, Bachelors, Private, >50K
18, ?,25, Male, 12th, ?, <=50K
36, Sales,35, Female, Assoc-acdm, Self-emp-not-inc, <=50K
58, Prof-specialty,40, Female, Bachelors, Local-gov, <=50K
26, Craft-repair,45, Male, Some-college, Self-emp-not-inc, <=50K
65, ?,30, Male, Some-college, ?, >50K
57, Sales,40, Male, HS-grad, Private, >50K
59, Craft-repair,40, Male, HS-grad, Private, <=50K
27, Machine-op-inspct,40, Male, HS-grad, Private, <=50K
31, Tech-support,40, Male, Bachelors, Self-emp-not-inc, <=50K
21, Sales,24, Female, Some-college, Private, <=50K
29, Adm-clerical,60, Male, Some-college, Private, <=50K
18, Other-service,40, Male, 11th, Private, <=50K
52, Craft-repair,47, Male, 10th, Private, >50K
57, Prof-specialty,80, Male, Bachelors, Self-emp-inc, <=50K
42, ?,40, Male, HS-grad, ?, <=50K
55, ?,40, Female, HS-grad, ?, <=50K
60, Transport-moving,48, Male, 7th-8th, Private, >50K
31, Prof-specialty,40, Male, Bachelors, Private, >50K
23, Adm-clerical,40, Female, Bachelors, Private, <=50K
27, Sales,40, Male, HS-grad, Private, <=50K
23, ?,25, Female, Some-college, ?, <=50K
42, Prof-specialty,50, Male, Prof-school, Self-emp-not-inc, >50K
25, Tech-support,40, Male, Some-college, Private, <=50K
49, Prof-specialty,45, Female, Bachelors, Private, <=50K
32, Tech-support,40, Male, Bachelors, Private, <=50K
19, Adm-clerical,28, Male, Some-college, Private, <=50K
60, Other-service,40, Female, 7th-8th, Private, <=50K
42, Other-service,40, Male, 9th, Local-gov, <=50K
35, Farming-fishing,40, Male, Assoc-acdm, Self-emp-not-inc, <=50K
48, Adm-clerical,37, Female, HS-grad, Private, <=50K
51, Craft-repair,40, Male, Masters, Private, >50K
29, Craft-repair,40, Male, HS-grad, Private, <=50K
36, Exec-managerial,40, Male, HS-grad, Local-gov, <=50K
17, Other-service,21, Female, 10th, Private, <=50K
52, Prof-specialty,60, Female, Masters, Private, <=50K
24, Craft-repair,40, Male, HS-grad, Private, <=50K
24, Handlers-cleaners,50, Male, HS-grad, Private, <=50K
26, Prof-specialty,40, Male, Bachelors, Local-gov, <=50K
27, Other-service,20, Female, Bachelors, Private, <=50K
39, Handlers-cleaners,60, Male, HS-grad, Private, <=50K
30, Transport-moving,45, Male, HS-grad, Private, <=50K
50, Exec-managerial,32, Male, HS-grad, Self-emp-not-inc, <=50K
52, Sales,55, Male, Bachelors, Self-emp-inc, <=50K
46, Prof-specialty,45, Male, Prof-school, Private, >50K
23, Sales,20, Female, Bachelors, Private, <=50K
45, Other-service,20, Female, 11th, Private, <=50K
65, Priv-house-serv,24, Female, 9th, Private, <=50K
29, Transport-moving,55, Male, Assoc-voc, Private, <=50K
47, Handlers-cleaners,40, Male, 9th, Private, <=50K
30, Farming-fishing,60, Male, HS-grad, Private, <=50K
34, Sales,45, Male, HS-grad, Private, >50K
38, Sales,64, Male, HS-grad, Self-emp-not-inc, <=50K
33, Exec-managerial,40, Male, Some-college, Private, >50K
49, Sales,26, Male, Bachelors, Private, >50K
47, Other-service,40, Female, Some-college, Self-emp-not-inc, <=50K
49, Other-service,40, Female, 10th, Local-gov, <=50K
43, Craft-repair,60, Male, Some-college, Private, >50K
30, Adm-clerical,40, Female, Bachelors, Private, >50K
58, Craft-repair,60, Male, HS-grad, Self-emp-not-inc, <=50K
19, Other-service,14, Female, HS-grad, Private, <=50K
21, Handlers-cleaners,40, Male, Bachelors, Private, <=50K
33, Exec-managerial,60, Male, Bachelors, Private, >50K
47, Transport-moving,50, Male, 5th-6th, Self-emp-inc, <=50K
52, Prof-specialty,60, Male, Doctorate, Self-emp-not-inc, >50K
26, Craft-repair,55, Male, HS-grad, Private, <=50K
60, Craft-repair,40, Male, HS-grad, Private, <=50K
21, Handlers-cleaners,40, Male, Some-college, Private, <=50K
36, Sales,50, Male, Some-college, Private, >50K
31, Craft-repair,45, Male, Some-college, Private, <=50K
50, Prof-specialty,40, Male, Doctorate, Self-emp-inc, >50K
31, Adm-clerical,40, Female, HS-grad, Local-gov, <=50K
71, Craft-repair,15, Male, HS-grad, Private, <=50K
58, ?,50, Male, HS-grad, ?, <=50K
30, Tech-support,40, Male, Bachelors, State-gov, >50K
20, Other-service,20, Male, Some-college, Private, <=50K
24, Exec-managerial,50, Male, HS-grad, Private, <=50K
35, Prof-specialty,40, Male, Doctorate, Private, >50K
38, Exec-managerial,45, Female, Some-college, State-gov, <=50K
27, Machine-op-inspct,32, Female, HS-grad, Private, <=50K
29, Adm-clerical,40, Female, Some-college, State-gov, <=50K
70, ?,15, Female, 9th, ?, <=50K
34, Craft-repair,45, Male, HS-grad, Private, <=50K
44, Craft-repair,35, Male, 7th-8th, Private, <=50K
43, Machine-op-inspct,40, Male, HS-grad, Private, >50K
44, Handlers-cleaners,40, Male, 12th, Self-emp-not-inc, >50K
35, Sales,60, Male, Masters, Private, <=50K
27, Prof-specialty,40, Male, Some-college, Private, <=50K
43, Prof-specialty,38, Male, Masters, Local-gov, <=50K
20, Sales,25, Female, Some-college, Private, <=50K
42, Prof-specialty,40, Female, Assoc-acdm, Private, >50K
27, Transport-moving,40, Male, Some-college, State-gov, <=50K
42, Craft-repair,40, Male, HS-grad, Private, >50K
20, ?,40, Female, 11th, ?, <=50K
24, Machine-op-inspct,40, Male, 9th, Private, <=50K
48, Exec-managerial,40, Male, Some-college, Federal-gov, <=50K
17, ?,20, Female, 11th, ?, <=50K
17, Farming-fishing,10, Male, 11th, Self-emp-not-inc, <=50K
33, Exec-managerial,40, Male, Bachelors, Private, >50K
50, Sales,50, Male, HS-grad, Self-emp-inc, >50K
22, Sales,40, Female, HS-grad, Private, <=50K
17, Other-service,16, Male, 12th, Private, <=50K
32, Adm-clerical,40, Male, Some-college, Private, <=50K
31, Craft-repair,45, Male, HS-grad, Private, <=50K
58, Exec-managerial,50, Male, HS-grad, Self-emp-not-inc, <=50K
29, Protective-serv,48, Male, HS-grad, Local-gov, <=50K
37, Craft-repair,40, Male, Assoc-voc, Private, >50K
34, Craft-repair,40, Male, HS-grad, Self-emp-not-inc, >50K
23, Exec-managerial,40, Male, Some-college, Local-gov, <=50K
18, Adm-clerical,5, Female, 11th, State-gov, <=50K
34, Exec-managerial,40, Female, HS-grad, Private, <=50K
66, ?,4, Male, 7th-8th, ?, <=50K
45, Prof-specialty,55, Female, Bachelors, Local-gov, <=50K
41, Exec-managerial,35, Male, Masters, Private, <=50K
26, Other-service,30, Male, HS-grad, Private, <=50K
54, Farming-fishing,40, Male, Some-college, Local-gov, <=50K
24, Machine-op-inspct,45, Female, Some-college, Private, <=50K
42, Prof-specialty,50, Male, Some-college, Private, <=50K
20, Prof-specialty,20, Male, Some-college, Private, <=50K
23, Tech-support,20, Female, Bachelors, State-gov, <=50K
25, ?,45, Male, Assoc-acdm, ?, <=50K
35, Prof-specialty,60, Male, Masters, Private, >50K
31, Tech-support,40, Male, Masters, Private, >50K
30, Prof-specialty,40, Female, Bachelors, Private, <=50K
19, Sales,20, Female, HS-grad, Private, <=50K
36, Prof-specialty,50, Male, Bachelors, Local-gov, <=50K
31, Sales,40, Female, Bachelors, Private, <=50K
21, Handlers-cleaners,30, Male, Some-college, Private, <=50K
31, Craft-repair,40, Male, Some-college, Self-emp-not-inc, <=50K
46, Prof-specialty,65, Female, Doctorate, Private, >50K
44, Exec-managerial,50, Female, Bachelors, Private, >50K
40, Other-service,40, Male, 12th, Private, <=50K
45, Sales,40, Male, Some-college, Private, <=50K
60, Craft-repair,35, Male, HS-grad, Private, <=50K
18, Other-service,25, Male, 11th, Private, <=50K
28, Prof-specialty,40, Male, Bachelors, Private, <=50K
36, Adm-clerical,40, Female, Some-college, Private, <=50K
36, Prof-specialty,40, Male, Bachelors, Private, <=50K
40, Tech-support,40, Male, Assoc-voc, Private, <=50K
36, Adm-clerical,35, Female, Bachelors, Local-gov, <=50K
31, Other-service,40, Female, HS-grad, Private, <=50K
33, Machine-op-inspct,40, Male, HS-grad, Private, <=50K
19, Tech-support,40, Female, HS-grad, State-gov, <=50K
22, Sales,15, Female, Some-college, Private, <=50K
34, Exec-managerial,45, Male, Bachelors, Private, >50K
33, Other-service,40, Male, HS-grad, Private, <=50K
41, Craft-repair,60, Male, HS-grad, Private, <=50K
29, Prof-specialty,40, Male, Bachelors, Private, <=50K
50, Exec-managerial,42, Male, HS-grad, Local-gov, >50K
42, Exec-managerial,45, Male, Bachelors, Private, >50K
43, Prof-specialty,40, Male, Bachelors, Private, >50K
44, Sales,40, Female, HS-grad, Private, <=50K
20, Other-service,20, Female, Some-college, Private, <=50K
31, Other-service,40, Male, HS-grad, Private, <=50K
65, Exec-managerial,59, Male, 11th, Self-emp-not-inc, >50K
23, Other-service,24, Female, Some-college, Private, <=50K
55, Adm-clerical,40, Female, Some-college, Private, <=50K
26, Adm-clerical,45, Male, Assoc-voc, Private, <=50K
25, Other-service,15, Female, Assoc-voc, Private, <=50K
45, ?,40, Female, Some-college, ?, <=50K
35, Craft-repair,40, Male, Some-college, Private, <=50K
36, Sales,36, Female, Some-college, Private, <=50K
43, Prof-specialty,50, Male, Bachelors, State-gov, <=50K
56, Other-service,20, Female, HS-grad, Private, <=50K
42, Tech-support,40, Male, Bachelors, Private, >50K
19, Other-service,25, Female, Some-college, Private, <=50K
55, Transport-moving,72, Male, HS-grad, Self-emp-not-inc, <=50K
42, Exec-managerial,50, Female, Masters, Private, >50K
26, Tech-support,40, Male, Assoc-voc, Private, <=50K
17, Handlers-cleaners,20, Male, 12th, Private, <=50K
42, Prof-specialty,40, Female, Bachelors, Local-gov, >50K
55, Transport-moving,40, Male, HS-grad, Private, >50K
32, Adm-clerical,40, Female, Some-college, Private, <=50K
29, Craft-repair,40, Male, 11th, Private, <=50K
46, Prof-specialty,37, Male, Bachelors, State-gov, <=50K
29, Exec-managerial,40, Male, Bachelors, State-gov, >50K
22, Prof-specialty,20, Male, Bachelors, Private, <=50K
58, Craft-repair,40, Male, 10th, Self-emp-not-inc, <=50K
23, Transport-moving,50, Male, HS-grad, Private, <=50K
39, Handlers-cleaners,40, Male, HS-grad, Private, <=50K
27, Craft-repair,38, Male, Assoc-voc, Private, <=50K
54, Transport-moving,40, Male, HS-grad, Private, >50K
33, Prof-specialty,45, Female, Bachelors, Local-gov, <=50K
46, Adm-clerical,40, Female, HS-grad, Federal-gov, >50K
37, Farming-fishing,40, Male, HS-grad, Private, <=50K
36, Other-service,18, Female, HS-grad, Private, <=50K
59, Adm-clerical,38, Female, HS-grad, Local-gov, >50K
34, Protective-serv,40, Male, HS-grad, Local-gov, <=50K
53, Exec-managerial,70, Male, Doctorate, Self-emp-inc, >50K
51, Sales,55, Male, Bachelors, Private, >50K
32, Other-service,42, Female, 10th, Private, <=50K
31, Other-service,40, Male, Some-college, State-gov, <=50K
22, Sales,30, Female, Some-college, Private, <=50K
47, Sales,50, Female, Bachelors, Self-emp-not-inc, <=50K
32, Machine-op-inspct,40, Male, HS-grad, Private, <=50K
26, Farming-fishing,38, Female, Some-college, Private, <=50K
37, Farming-fishing,32, Male, 5th-6th, Private, <=50K
31, Craft-repair,55, Male, HS-grad, Private, <=50K
37, Tech-support,24, Female, Assoc-voc, Private, >50K
55, Sales,38, Male, HS-grad, Private, <=50K
23, Tech-support,56, Male, Assoc-voc, Local-gov, <=50K
36, Adm-clerical,40, Female, Some-college, Private, <=50K
34, Prof-specialty,40, Male, Masters, Private, <=50K
43, Sales,50, Male, Bachelors, Private, >50K
54, Tech-support,40, Male, Some-college, Private, <=50K
43, Craft-repair,40, Male, Some-college, State-gov, <=50K
28, Machine-op-inspct,42, Female, Assoc-voc, Private, <=50K
40, Exec-managerial,50, Male, Assoc-voc, Private, >50K
41, Exec-managerial,60, Male, Some-college, Self-emp-not-inc, <=50K
40, Sales,55, Female, Bachelors, Private, >50K
42, Adm-clerical,38, Female, Some-college, Private, <=50K
61, Farming-fishing,50, Male, HS-grad, Self-emp-not-inc, <=50K
18, Machine-op-inspct,30, Male, 12th, Private, <=50K
59, ?,16, Male, HS-grad, ?, <=50K
21, ?,40, Female, HS-grad, ?, <=50K
48, Tech-support,50, Male, Assoc-voc, Private, >50K
41, Tech-support,40, Male, Bachelors, Self-emp-inc, <=50K
18, ?,33, Male, Some-college, ?, <=50K
23, Sales,40, Female, HS-grad, Private, <=50K
60, Transport-moving,60, Male, HS-grad, Private, >50K
22, Other-service,20, Male, Some-college, Private, <=50K
61, Machine-op-inspct,40, Male, HS-grad, Private, <=50K
25, Machine-op-inspct,40, Male, HS-grad, Private, <=50K
46, Tech-support,35, Male, Masters, Private, >50K
43, Exec-managerial,40, Male, Bachelors, Private, >50K
43, Craft-repair,40, Male, Assoc-acdm, Private, <=50K
24, Other-service,30, Male, HS-grad, Private, <=50K
68, Farming-fishing,20, Male, 11th, Self-emp-not-inc, <=50K
31, Adm-clerical,38, Female, HS-grad, Private, <=50K
17, Sales,20, Female, 11th, Private, <=50K
32, Craft-repair,48, Male, HS-grad, Private, >50K
50, ?,40, Male, Masters, ?, <=50K
33, Prof-specialty,47, Male, Bachelors, Private, >50K
64, Prof-specialty,40, Male, Bachelors, Private, >50K
20, Transport-moving,30, Male, HS-grad, Private, <=50K
30, Other-service,36, Female, HS-grad, Private, <=50K
22, ?,40, Male, Some-college, ?, <=50K
43, Exec-managerial,45, Male, Some-college, Private, <=50K
22, Adm-clerical,40, Male, Some-college, Private, <=50K
17, Farming-fishing,20, Male, 10th, Private, <=50K
47, Other-service,75, Female, HS-grad, Self-emp-not-inc, <=50K
41, Prof-specialty,60, Female, Assoc-voc, Private, <=50K
56, Craft-repair,50, Male, Some-college, Private, >50K
64, Transport-moving,45, Male, HS-grad, Private, <=50K
47, Transport-moving,50, Male, HS-grad, Private, >50K
48, Adm-clerical,40, Male, Assoc-voc, Private, <=50K
31, Prof-specialty,46, Female, Masters, Private, <=50K
29, Tech-support,40, Male, Assoc-voc, Private, <=50K
30, Adm-clerical,40, Female, HS-grad, Private, <=50K
32, Exec-managerial,60, Male, HS-grad, Private, <=50K
57, Transport-moving,42, Male, HS-grad, Private, >50K
62, Other-service,40, Female, HS-grad, Private, <=50K
39, Machine-op-inspct,24, Female, HS-grad, Private, <=50K
43, Adm-clerical,25, Male, Some-college, Private, <=50K
24, Sales,40, Male, Bachelors, Self-emp-inc, <=50K
42, ?,15, Male, 11th, ?, <=50K
53, Adm-clerical,40, Female, Some-college, Private, >50K
26, Handlers-cleaners,40, Male, Some-college, Private, <=50K
73, Exec-managerial,40, Male, HS-grad, Self-emp-not-inc, <=50K
72, ?,24, Female, 11th, ?, <=50K
55, Machine-op-inspct,40, Male, HS-grad, Private, <=50K
25, Adm-clerical,40, Male, HS-grad, Private, <=50K
41, Prof-specialty,50, Female, Bachelors, Private, >50K
